genre,name,description,classification
Gastroenterology and Urology,gastroenterology-urology evacuator,"a gastroenterology-urology evacuator is a device used to remove debris and fluids during gastroenterological and urological procedures by drainage, aspiration, or irrigation. this generic type of device includes the fluid evacuator system, manually powered bladder evacuator, and the ac-powered vacuum pump.","(1) class ii (special controls) for the gastroenterology-urology evacuator when other than manually powered. the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 876.9.
(2) class i for the gastroenterology-urology evacuator when manually powered. the device subject to this paragraph (b)(2) is exempt from the premarket notification procedures in subpart e of part 807 of this chapter.
[48 fr 53023, nov. 23, 1983, as amended at 54 fr 25049, june 12, 1989; 63 fr 59228, nov. 3, 1998]"
Gastroenterology and Urology,hemorrhoidal ligator,a hemorrhoidal ligator is a device used to cut off the blood flow to hemorrhoidal tissue by means of a ligature or band placed around the hemorrhoid.,"class ii (special controls). except for a hemostatic metal clip intended for use in the gastrointestinal tract, the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 84 fr 71813, dec. 30, 2019]"
Gastroenterology and Urology,electrohydraulic lithotriptor,an electrohydraulic lithotriptor is an ac-powered device used to fragment urinary bladder stones. it consists of a high voltage source connected by a cable to a bipolar electrode that is introduced into the urinary bladder through a cystoscope. the electrode is held against the stone in a water-filled bladder and repeated electrical discharges between the two poles of the electrode cause electrohydraulic shock waves which disintegrate the stone.,"class ii. the special control for this device is fda's ""guidance for the content of premarket notifications for intracorporeal lithotripters.""
[48 fr 53023, nov. 23, 1983, as amended at 52 fr 17738, may 11, 1987; 65 fr 17145, mar. 31, 2000]"
Gastroenterology and Urology,mechanical lithotriptor,a mechanical lithotriptor is a device with steel jaws that is inserted into the urinary bladder through the urethra to grasp and crush bladder stones.,"class ii (special controls). the device, when it is a biliary mechanical lithotripter, is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 84 fr 71813, dec. 30, 2019]"
Gastroenterology and Urology,gastroenterology-urology fiberoptic retractor,a gastroenterology-urology fiberoptic retractor is a device that consists of a mechanical retractor with a fiberoptic light system that is used to illuminate deep surgical sites.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 54 fr 25049, june 12, 1989; 66 fr 38801, july 25, 2001]"
Gastroenterology and Urology,ribdam,a ribdam is a device that consists of a broad strip of latex with supporting ribs used to drain surgical wounds where copious urine drainage is expected.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 54 fr 25049, june 12, 1989; 66 fr 38801, july 25, 2001]"
Gastroenterology and Urology,interlocking urethral sound,"an interlocking urethral sound is a device that consists of two metal sounds (elongated instruments for exploring or sounding body cavities) with interlocking ends, such as with male and female threads or a rounded point and mating socket, used in the repair of a ruptured urethra. the device may include a protective cap to fit over the metal threads.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 61 fr 1122, jan. 16, 1996; 66 fr 38801, july 25, 2001]"
Gastroenterology and Urology,ureteral stent,a ureteral stent is a tube-like implanted device that is inserted into the ureter to provide ureteral rigidity and allow the passage of urine. the device may have finger-like protrusions or hooked ends to keep the tube in place. it is used in the treatment of ureteral injuries and ureteral obstruction.,class ii (performance standards).
Gastroenterology and Urology,ureteral stent accessories,"ureteral stent accessories aid in the insertion of the ureteral stent that is placed into the ureter to provide ureteral rigidity and allow the passage of urine. this generic type of device includes the stent positioner, wire guide, and pigtail straightener.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[84 fr 14870, apr. 12, 2019]"
Gastroenterology and Urology,water jet renal stone dislodger system,a water jet renal stone dislodger system is a device used to dislodge stones from renal calyces (recesses of the pelvis of the kidney) by means of a pressurized stream of water through a conduit. the device is used in the surgical removal of kidney stones.,"class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 63 fr 59228, nov. 3, 1998]"
Gastroenterology and Urology,ureteral stone dislodger,"a ureteral stone dislodger is a device that consists of a bougie or a catheter with an expandable wire basket near the tip, a special flexible tip, or other special construction. it is inserted through a cystoscope and used to entrap and remove stones from the ureter. this generic type of device includes the metal basket and the flexible ureteral stone dislodger.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 63 fr 59228, nov. 3, 1998]"
Gastroenterology and Urology,manual gastroenterology-urology surgical instrument and accessories,"a manual gastroenterology-urology surgical instrument and accessories is a device designed to be used for gastroenterological and urological surgical procedures. the device may be nonpowered, hand-held, or hand-manipulated. manual gastroenterology-urology surgical instruments include the biopsy forceps cover, biopsy tray without biopsy instruments, line clamp, nonpowered rectal probe, nonelectrical clamp, colostomy spur-crushers, locking device for intestinal clamp, needle holder, gastro-urology hook, gastro-urology probe and director, nonself-retaining retractor, laparotomy rings, nonelectrical snare, rectal specula, bladder neck spreader, self-retaining retractor, and scoop. a manual surgical instrument that is intended specifically for use as an aid in the insertion, placement, fixation, or anchoring of surgical mesh during urogynecologic procedures are classified under § 884.4910 of this chapter.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 54 fr 25049, june 12, 1989; 66 fr 38801, july 25, 2001; 82 fr 12171, mar. 1, 2017]"
Gastroenterology and Urology,urethrotome,a urethrotome is a device that is inserted into the urethra and used to cut urethral strictures and enlarge the urethra. it is a metal instrument equipped with a dorsal-fin cutting blade which can be elevated from its sheath. some urethrotomes incorporate an optical channel for visual control.,"class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 84 fr 71813, dec. 30, 2019]"
Gastroenterology and Urology,urological table and accessories,"a urological table and accessories is a device that consists of a table, stirrups, and belts used to support a patient in a suitable position for endoscopic procedures of the lower urinary tract. the table can be adjusted into position manually or electrically.","(1) class ii (special controls) for the electrically powered urological table and accessories. the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 876.9.
(2) class i for the manually powered table and accessories, and for stirrups for electrically powered table. the device subject to this paragraph (b)(2) is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 61 fr 1122, jan. 16, 1996; 63 fr 59228, nov. 3, 1998; 66 fr 38801, july 25, 2001]"
Gastroenterology and Urology,biliary catheter and accessories,"a biliary catheter and accessories is a tubular flexible device used for temporary or prolonged drainage of the biliary tract, for splinting of the bile duct during healing, or for preventing stricture of the bile duct. this generic type of device may include a bile collecting bag that is attached to the biliary catheter by a connector and fastened to the patient with a strap.","class ii (special controls). the device, when it is a bile collecting bag or a surgical biliary catheter that does not include a balloon component, is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 84 fr 71814, dec. 30, 2019]"
Gastroenterology and Urology,metallic biliary stent system for benign strictures,a metallic biliary stent system for benign strictures is a prescription device intended for the treatment of benign biliary strictures. the biliary stents are intended to be left indwelling for a limited amount of time and subsequently removed. the device consists of a metallic stent and a delivery system intended to place the biliary stent in the bile duct. this device type is not intended for use in the vasculature.,"class ii (special controls). the special controls for this device are:
(1) clinical performance testing must demonstrate or provide the following:
(i) the ability to safely place and subsequently remove the stent after the maximum labeled indwell period.
(ii) all adverse event data including bile duct obstruction and trauma to the bile duct.
(iii) the stent resolves strictures during the maximum labeled indwell period.
(iv) stricture resolution is maintained post-stent removal.
(2) non-clinical performance testing must demonstrate that the device performs as intended under anticipated conditions of use. the following performance characteristics must be demonstrated:
(i) corrosion testing to demonstrate that the stent maintains its integrity during indwell and does not release potentially toxic levels of leachables.
(ii) stent dimensional testing supports the intended use.
(iii) compression and expansion forces must be characterized.
(iv) the delivery catheter must deliver the stent to the intended location and the stent must not be adversely impacted by the delivery catheter during deployment and catheter withdrawal.
(v) the delivery system must withstand clinically anticipated forces.
(vi) compatibility in a magnetic resonance environment.
(3) all patient contacting components of the device must be demonstrated to be biocompatible.
(4) performance data must demonstrate the sterility of the device components intended to be provided sterile.
(5) shelf life testing must demonstrate that the device maintains its performance characteristics and that packaging maintains sterility for the duration of the labeled shelf life.
(6) labeling for the device must include:
(i) a detailed summary of the clinical testing including device effectiveness, and device- and procedure-related adverse events.
(ii) appropriate warning(s) to accurately ensure usage of the device for the intended patient population.
(iii) shelf life.
(iv) compatibility information for use in the magnetic resonance environment.
(v) stent foreshortening information supported by dimensional testing.
[81 fr 45231, july 13, 2016]"
Gastroenterology and Urology,"biliary stent, drain, and dilator accessories","biliary stent, drain, and dilator accessories are manual devices that aid in the introduction and connection of biliary stents, drains, or dilators. this generic type of device includes the guiding catheter, pushing catheter, pigtail straightener, flap protector, nasal transfer tube, and drainage connecting tube.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[84 fr 14870, apr. 12, 2019]"
Gastroenterology and Urology,pancreatic drainage stent and delivery system,"a pancreatic drainage stent is a prescription device that consists of a self-expanding, covered, metallic stent, intended for placement to facilitate transmural endoscopic drainage of pancreatic pseudocysts. this stent is intended to be removed upon confirmation of pseudocyst resolution. this device may also include a delivery system.","class ii (special controls). the special controls for this device are:
(1) the device and elements of the delivery device that may contact the patient must be demonstrated to be biocompatible.
(2) performance data must demonstrate the sterility of patient-contacting components of the device.
(3) performance data must support the shelf life of the device by demonstrating continued sterility, package integrity, and device functionality over the requested shelf life.
(4) non-clinical testing data must demonstrate that the stent and delivery system perform as intended under anticipated conditions of use. the following performance characteristics must be tested:
(i) deployment testing of the stent and delivery system must be conducted under simulated use conditions.
(ii) removal force testing must be conducted. the removal force testing must demonstrate that the stent can be safely removed, and that the stent will remain in place when subjected to forces encountered during use.
(iii) expansion force testing must be conducted. the expansion force must demonstrate that the forces exerted by the stent will not damage the tissue surrounding the stent.
(iv) compression force testing must be conducted. the compression force must demonstrate that the stent will withstand the forces encountered during use.
(v) dimensional verification testing must be conducted.
(vi) tensile testing of joints and materials must be conducted. the minimum acceptance criteria must be adequate for its intended use.
(vii) fatigue testing must be conducted. material strength must demonstrate that the stent will withstand forces encountered during use.
(viii) corrosion testing must be conducted. corrosion resistance must demonstrate that the stent will withstand conditions encountered during use.
(5) non-clinical testing must evaluate the compatibility of the stent in a magnetic resonance (mr) environment.
(6) well-documented clinical experience must demonstrate safe and effective use, and capture any adverse events observed during clinical use.
(7) labeling must include the following:
(i) appropriate instructions, warnings, cautions, limitations, and information related to the safe use of the device, including deployment of the device, maintenance of the drainage lumen, and removal of the device.
(ii) a warning that the safety and patency of the stent has not been established beyond the duration of the documented clinical experience.
(iii) specific instructions and the qualifications and clinical training needed for the safe use of the device, including deployment of the device, maintenance of the drainage lumen, and removal of the device.
(iv) information on the patient population for which the device has been demonstrated to be effective.
(v) a detailed summary of the clinical experience pertinent to use of the device.
(vi) a detailed summary of the device technical parameters.
(vii) a detailed summary of the device- and procedure-related complications pertinent to use of the device.
(viii) an expiration date/shelf life.
[79 fr 30724, may 29, 2014]"
Gastroenterology and Urology,external penile rigidity devices,"external penile rigidity devices are devices intended to create or maintain sufficient penile rigidity for sexual intercourse. external penile rigidity devices include vacuum pumps, constriction rings, and penile splints which are mechanical, powered, or pneumatic devices.","class ii (special controls). the devices are exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9. the special control for these devices is the fda guidance document entitled ""class ii special controls guidance document: external penile rigidity devices."" see § 876.1(e) for the availability of this guidance document.
[69 fr 77623, dec. 28, 2004]"
Gastroenterology and Urology,vibrator for climax control of premature ejaculation,a vibrator for climax control of premature ejaculation is used for males who suffer from premature ejaculation. it is designed to increase the time between arousal and ejaculation using the stimulating vibratory effects of the device on the penis.,"class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9. the special controls for this device are:
(1) the labeling must include specific instructions regarding the proper placement and use of the device.
(2) the portions of the device that contact the patient must be demonstrated to be biocompatible.
(3) appropriate analysis/testing must demonstrate electromagnetic compatibility safety, electrical safety, and thermal safety of the device.
(4) mechanical safety testing must demonstrate that the device will withstand forces encountered during use.
[80 fr 30355, may 28, 2015, as amended at 84 fr 71814, dec. 30, 2019]"
Gastroenterology and Urology,continent ileostomy catheter,"a continent ileostomy catheter is a flexible tubular device used as a form during surgery for continent ileostomy and it provides drainage after surgery. additionally, the device may be inserted periodically by the patient for routine care to empty the ileal pouch. this generic type of device includes the rectal catheter for continent ileostomy.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 54 fr 25050, june 12, 1989; 66 fr 38801, july 25, 2001]"
Gastroenterology and Urology,suprapubic urological catheter and accessories,"a suprapubic urological catheter and accessories is a flexible tubular device that is inserted through the abdominal wall into the urinary bladder with the aid of a trocar and cannula. the device is used to pass fluids to and from the urinary tract. this generic type of device includes the suprapubic catheter and tube, malecot catheter, catheter punch instrument, suprapubic drainage tube, and the suprapubic cannula and trocar.","(1) class ii (performance standards).
(2) class i for the catheter punch instrument, nondisposable cannula and trocar, and gastro-urological trocar. the devices subject to this paragraph (b)(2) are exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 61 fr 1122, jan. 16, 1996; 66 fr 38801, july 25, 2001]"
Gastroenterology and Urology,suprapubic catheter accessories,"suprapubic catheter accessories are manual devices that are used to facilitate the placement of a suprapubic catheter. this generic type of device includes the introducer, access dilator, and peel-away sheath.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[84 fr 14870, apr. 12, 2019]"
Gastroenterology and Urology,urological catheter and accessories,"a urological catheter and accessories is a flexible tubular device that is inserted through the urethra and used to pass fluids to or from the urinary tract. this generic type of device includes radiopaque urological catheters, ureteral catheters, urethral catheters, coude catheters, balloon retention type catheters, straight catheters, upper urinary tract catheters, double lumen female urethrographic catheters, disposable ureteral catheters, male urethrographic catheters, and urological catheter accessories including ureteral catheter stylets, ureteral catheter adapters, ureteral catheter holders, ureteral catheter stylets, ureteral catheterization trays, and the gastro-urological irrigation tray (for urological use).","(1) class ii (performance standards).
(2) class i for the ureteral stylet (guidewire), stylet for gastrourological catheter, ureteral catheter adapter, ureteral catheter connector, and ureteral catheter holder. the devices subject to this paragraph (b)(2) are exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 61 fr 1122, jan. 16, 1996; 66 fr 38801, july 25, 2001]"
Gastroenterology and Urology,urethral insert with pump for bladder drainage,"a urethral insert with pump for bladder drainage is a catheter-like device with internal pump mechanism that is placed in the urethra. under patient control the internal pump draws urine out of the bladder when voiding is desired, and blocks urine flow when continence is desired. the device is intended for use by women who cannot empty their bladder due to impaired detrusor contractility.","class ii (special controls). the special controls for this device are:
(1) the elements of the device that may contact the urinary tract must be demonstrated to be biocompatible.
(2) performance data must demonstrate the sterility of the device components that contact the urinary tract.
(3) performance data must support shelf life by demonstrating continued sterility of the device (or the sterile components), package integrity, and device functionality over the requested shelf life.
(4) non-clinical testing data must demonstrate that the device performs as intended under anticipated conditions of use. the following performance characteristics must be tested:
(i) urine flow rate testing.
(ii) valve integrity testing.
(iii) bladder neck retention force testing.
(iv) pump/valve endurance testing.
(v) encrustation testing.
(vi) remote control reliability, mechanical integrity, and battery life testing.
(5) clinical testing must demonstrate safe and effective use, document the device acceptance rate and the adverse event profile associated with clinical use, and demonstrate that the device performs as intended under anticipated conditions of use.
(6) labeling must include:
(i) specific instructions, contraindications, warnings, cautions, limitations, and the clinical training needed for the safe use of the device.
(ii) statement of the maximum insert indwelling period.
(iii) information on the patient education and support program prior to and during initial device use.
(iv) information on the patient population for which the device has been demonstrated to be safe and effective.
(v) information on how the device operates and the recommended treatment regimen.
(vi) a detailed summary of the device- and procedure-related complications or adverse events pertinent to use of the device.
(vii) an expiration date/shelf life.
(7) patient labeling must be provided and must include:
(i) relevant contraindications, warnings, precautions, and adverse events/complications.
(ii) information on how the device operates and the recommended treatment regimen.
(iii) information on the patient education and support program prior to and during initial device use.
(iv) information on the patient population for which there is clinical evidence of safety and effectiveness.
(v) the potential risks and benefits associated with the use of the device.
(vi) post-insertion care instructions.
(vii) alternative treatments.
[80 fr 18309, apr. 6, 2015]"
Gastroenterology and Urology,urological clamp,a urological clamp for males is a device used to close the urethra of a male to control urinary incontinence or to hold anesthetic or radiography contrast media in the urethra temporarily. it is an external clamp.,"class i (general controls). except when intended for internal use, the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1963, as amended at 65 fr 2317, jan. 14, 2000; 84 fr 71814, dec. 30, 2019]"
Gastroenterology and Urology,enema kit,an enema kit is a device intended to instill water or other fluids into the colon through a nozzle inserted into the rectum to promote evacuation of the contents of the lower colon. the device consists of a container for fluid connected to the nozzle either directly or via tubing. this device does not include the colonic irrigation system (§ 876.5220).,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 876.9. the device is exempt from the current good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180 of this chapter, with respect to general requirements concerning records, and § 820.198 of this chapter, with respect to complaint files.
[48 fr 53023, nov. 23, 1963, as amended at 65 fr 2317, jan. 14, 2000]"
Gastroenterology and Urology,colonic irrigation system,"a colonic irrigation system is a device intended to instill water into the colon through a nozzle inserted into the rectum to cleanse (evacuate) the contents of the lower colon. the system is designed to allow evacuation of the contents of the colon during the administration of the colonic irrigation. the device consists of a container for fluid connected to the nozzle via tubing and includes a system which enables the pressure, temperature, or flow of water through the nozzle to be controlled. the device may include a console-type toilet and necessary fittings to allow the device to be connected to water and sewer pipes. the device may use electrical power to heat the water. the device does not include the enema kit (§ 876.5210).","(1) class ii (performance standards) when the device is intended for colon cleansing when medically indicated, such as before radiological or endoscopic examinations.
(2) class iii (premarket approval) when the device is intended for other uses, including colon cleansing routinely for general well being.
(c) date pma or notice of completion of a pdp is required.
a pma or a notice of completion of a pdp is required to be filed with the food and drug administration on or before december 26, 1996 for any colonic irrigation system described in paragraph (b)(2) of this section that was in commercial distribution before may 28, 1976, or that has, on or before december 26, 1996 been found to be substantially equivalent to a colonic irrigation system described in paragraph (b)(2) of this section that was in commercial distribution before may 28, 1976. any other colonic irrigation system shall have an approved pma in effect before being placed in commercial distribution.
[48 fr 53023, nov. 23, 1983, as amended at 52 fr 17738, may 11, 1987; 61 fr 50707, sept. 27, 1996]"
Gastroenterology and Urology,check,check,check
Gastroenterology and Urology,implanted electrical urinary continence device,"an implanted electrical urinary device is a device intended for treatment of urinary incontinence that consists of a receiver implanted in the abdomen with electrodes for pulsed-stimulation that are implanted either in the bladder wall or in the pelvic floor, and a battery-powered transmitter outside the body.","class iii (premarket approval).
(c) date pma or notice of completion of a pdp is required.
a pma or a notice of completion of a pdp is required to be filed with the food and drug administration on or before december 26, 1996 for any implanted electrical urinary continence device that was in commercial distribution before may 28, 1976, or that has, on or before december 26, 1996 been found to be substantially equivalent to an implanted electrical urinary continence device that was in commercial distribution before may 28, 1976. any other implanted electrical urinary continence device shall have an approved pma or a declared completed pdp in effect before being placed in commercial distribution.
[48 fr 53023, nov. 23, 1983, as amended at 52 fr 17738, may 11, 1987; 61 fr 50707, sept. 27, 1996]"
Gastroenterology and Urology,implanted mechanical/hydraulic urinary continence device,"an implanted mechanical/hydraulic urinary continence device is a device used to treat urinary incontinence by the application of continuous or intermittent pressure to occlude the urethra. the totally implanted device may consist of a static pressure pad, or a system with a container of radiopaque fluid in the abdomen and a manual pump and valve under the skin surface that is connected by tubing to an adjustable pressure pad or to a cuff around the urethra. the fluid is pumped as needed from the container to inflate the pad or cuff to pass on the urethra.","class iii (premarket approval).
(c) date pma or notice of completion of a pdp is required.
a pma or a notice of completion of a pdp is required to be filed with the food and drug administration on or before december 26, 2000, for any implanted mechanical/hydraulic urinary continence device that was in commercial distribution before may 28, 1976, or that has, on or before december 26, 2000, been found to be substantially equivalent to an implanted mechanical/hydraulic urinary continence device that was in commercial distribution before may 28, 1976. any other implanted mechanical/hydraulic urinary continence device shall have an approved pma or a declared completed pdp in effect before being placed in commercial distribution.
[48 fr 53023, nov. 23, 1983, as amended at 52 fr 17738, may 11, 1987; 65 fr 57731, sept. 26, 2000]"
Gastroenterology and Urology,implanted mechanical/hydraulic urinary continence device surgical accessories,"implanted mechanical/hydraulic urinary continence device surgical accessories are manual devices designed to be used for surgical procedures associated with the implantation of an implanted mechanical/hydraulic urinary continence device. this generic type of device includes the measurement tool or tape, connector assembly tool, tubing plug, incision closing tool, tubing passer, blunt needle, and hemostat shod tubing.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[84 fr 14870, apr. 12, 2019]"
Gastroenterology and Urology,"nonimplanted, peripheral electrical continence device","a nonimplanted, peripheral electrical continence device is a device that consists of an electrode that is connected by an electrical cable to a battery-powered pulse source. the electrode is placed onto or inserted into the body at a peripheral location and used to stimulate the nerves associated with pelvic floor function to maintain urinary continence. when necessary, the electrode may be removed by the user.","class ii, subject to the following special controls:
(1) that sale, distribution, and use of this device are restricted to prescription use in accordance with § 801.109 of this chapter.
(2) that the labeling must bear all information required for the safe and effective use of the device as outlined in § 801.109(c) of this chapter, including a detailed summary of the clinical information upon which the instructions are based.
[65 fr 18237, apr. 7, 2000]"
Gastroenterology and Urology,nonimplanted electrical continence device,"a nonimplanted electrical continence device is a device that consists of a pair of electrodes on a plug or a pessary that are connected by an electrical cable to a battery-powered pulse source. the plug or pessary is inserted into the rectum or into the vagina and used to stimulate the muscles of the pelvic floor to maintain urinary or fecal continence. when necessary, the plug or pessary may be removed by the user. this device excludes an ac-powered nonimplanted electrical continence device and the powered vaginal muscle stimulator for therapeutic use (§ 884.5940).",class ii (performance standards).
Gastroenterology and Urology,transcutaneous electrical continence device,a transcutaneous electrical continence device consists of cutaneous electrodes that are used to apply external stimulation to reduce urinary incontinence.,"class ii (special controls). the special controls for this device are:
(1) non-clinical performance testing must characterize the electrical stimulation, including the following: waveforms, output modes, maximum output voltage, maximum output current, pulse duration, frequency, net charge per pulse, maximum phase charge at 500 ohms, maximum current density, maximum average current, and maximum average power density.
(2) the patient-contacting materials must be demonstrated to be biocompatible.
(3) performance data must demonstrate the electromagnetic compatibility (emc), electrical safety, thermal safety, and mechanical safety of the device.
(4) software verification, validation, and hazard analysis must be performed.
(5) labeling must include the following:
(i) instructions for use, including specific instructions regarding the proper placement of electrodes;
(ii) a summary of electrical stimulation parameters; and
(iii) cleaning instructions and reuse information.
[86 fr 73971, dec. 29, 2021]"
Gastroenterology and Urology,nonimplanted nerve stimulator for functional abdominal pain relief,a nonimplanted nerve stimulator for functional abdominal pain relief is a device that stimulates nerves remotely from the source of pain with the intent to relieve functional abdominal pain. this generic type of device does not include devices designed to relieve pelvic pain.,"class ii (special controls). the special controls for this device are:
(1) the patient-contacting components of the device must be demonstrated to be biocompatible.
(2) electromagnetic compatibility and electrical, mechanical, and thermal safety testing must be performed.
(3) electrical performance testing of the device and electrodes must be conducted to validate the specified electrical output and duration of stimulation of the device.
(4) software verification, validation, and hazard analysis must be performed.
(5) sterility testing of the percutaneous components of the device must be performed.
(6) shelf life testing must be performed to demonstrate continued sterility, package integrity, and device functionality over the labeled shelf life.
(7) labeling must include the following:
(i) a detailed summary of the device technical parameters;
(ii) a warning stating that the device is only for use on clean, intact skin;
(iii) instructions for use, including placement of the device on the patient; and
(iv) a shelf life.
[86 fr 71143, dec. 15, 2021]"
Gastroenterology and Urology,esophageal dilator,"an esophageal dilator is a device that consists of a cylindrical instrument that may be hollow and weighted with mercury or a metal olive-shaped weight that slides on a guide, such as a string or wire and is used to dilate a stricture of the esophagus. this generic type of device includes esophageal or gastrointestinal bougies and the esophageal dilator (metal olive).","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 84 fr 71814, dec. 30, 2019]"
Gastroenterology and Urology,rectal dilator,a rectal dilator is a device designed to dilate the anal sphincter and canal when the size of the anal opening may interfere with its function or the passage of an examining instrument.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 61 fr 1122, jan. 16, 1996; 66 fr 38802, july 25, 2001]"
Gastroenterology and Urology,ureteral dilator,a ureteral dilator is a device that consists of a specially shaped catheter or bougie and is used to dilate the ureter at the place where a stone has become lodged or to dilate a ureteral stricture.,class ii (performance standards).
Gastroenterology and Urology,urethral dilator,"a urethral dilator is a device that consists of a slender hollow or solid instrument made of metal, plastic, or other suitable material in a cylindrical form and in a range of sizes and flexibilities. the device may include a mechanism to expand the portion of the device in the urethra and indicate the degree of expansion on a dial. it is used to dilate the urethra. this generic type of device includes the mechanical urethral dilator, urological bougies, metal or plastic urethral sound, urethrometer, filiform, and filiform follower.","(1) class ii (special controls). except when it is a mechanical urethral dilator, the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
(2) class i for the urethrometer, urological bougie, filiform and filiform follower, and metal or plastic urethral sound. the devices subject to this paragraph (b)(2) are exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 876.9.
[48 fr 53023, nov. 23, 1983, as amended at 61 fr 1122, jan. 16, 1996; 66 fr 38802, july 25, 2001; 84 fr 71814, dec. 30, 2019]"
Gastroenterology and Urology,implantable transprostatic tissue retractor system,an implantable transprostatic tissue retractor system is a prescription use device that consists of a delivery device and implant. the delivery device is inserted transurethrally and deploys the implant through the prostate. it is designed to increase prostatic urethral patency by providing prostate lobe tissue retraction while preserving the potential for future prostate procedures and is intended for the treatment of symptoms due to urinary outflow obstruction secondary to benign prostatic hyperplasia in men.,"class ii (special controls). the special controls for this device are:
(1) the elements of the device that may contact the patient must be demonstrated to be biocompatible.
(2) performance data must demonstrate the sterility of the patient-contacting components of the device.
(3) performance data must support shelf life by demonstrating continued sterility of the device (of the patient-contacting components), package integrity, and device functionality over the requested shelf life.
(4) non-clinical testing data must demonstrate that the device performs as intended under anticipated conditions of use. the following performance characteristics must be tested:
(i) deployment testing must be conducted.
(ii) mechanical strength must be conducted.
(iii) resistance-to-degradation testing must be conducted.
(5) non-clinical testing must evaluate the compatibility of the device in a magnetic resonance environment.
(6) in vivo testing must demonstrate safe and effective use, assess the impact of the implants on the ability to perform subsequent treatments, document the adverse event profile associated with clinical use, and demonstrate that the device performs as intended under anticipated conditions of use. the following performance characteristics must be tested:
(i) deployment testing must be conducted.
(ii) implant migration must be conducted.
(7) labeling must bear all information required for safe and effective use of the device, and must include:
(i) specific instructions, warnings, cautions, limitations, and the clinical training needed for the safe use of the device.
(ii) information on the patient population for which the device has been demonstrated to be effective.
(iii) a detailed summary of the device technical parameters.
(iv) information on how the device operates and the typical course of treatment.
(v) an expiration date/shelf life.
(vi) a detailed summary of the device- and procedure-related complications or adverse events pertinent to use of the device.
[79 fr 43249, july 25, 2014]"
